从旷视到原力灵机，唐文斌的第二次创业
【晚点聊 LateTalk】

[唐文斌] 这么一个期待对吧

[主持人] 所以你们的DM0

[主持人] 模型是这样去做的

[唐文斌] 对

[唐文斌] 所以我们的DM0

[唐文斌] 就是说我们其实是

[唐文斌] 跟杰越一起

[唐文斌] 训的这个VLM

[主持人] 就是意味着

[主持人] 你们是一起参与了

[主持人] 预训练的过程

[唐文斌] 我们就这里面训练

[唐文斌] 其实分三part

[唐文斌] 就是第一part

[唐文斌] 是一个VLM的预训练

[唐文斌] 所以这里面

[唐文斌] 我们就相当于是说

[唐文斌] 我们把一些数据

[唐文斌] 我们其实参在了一起

[唐文斌] 把杰越那边

[唐文斌] 有一些多模态的数据

[唐文斌] 我们这边有机器人的数据

[唐文斌] 我们一起训了一个

[唐文斌] 原生的VLM的多模态

[唐文斌] 我们加上一些支架的数据

[唐文斌] 然后基于这个VLM

[唐文斌] 然后我领机这边

[唐文斌] 再接着训

[唐文斌] 就这部分是相当于是

[唐文斌] 大家合作一起

[唐文斌] 合作联合训练的

[唐文斌] 然后我们再接着去训VLA

[唐文斌] 然后再做VLA的post training

[唐文斌] 就是通过这样的一个pipeline

[唐文斌] 去形成了一个

[唐文斌] 一个更加原生的

[唐文斌] 就是从数据层面上也原生

[唐文斌] 从训练方法上

[唐文斌] 也更原生的这么一个

[唐文斌] 一个技术

[主持人] 因为最近应期也官宣

[主持人] 他担任杰越的董事长了

[主持人] 他同时也是千里的董事长

[主持人] 杰越千里原力灵机

[主持人] 这些他都是AI技术

[主持人] 然后去不同的

[主持人] 类型的AI技术

[主持人] 用在不同的场景

[主持人] 跟公司之间什么关系

[唐文斌] 对公司之间是

[唐文斌] 就是兄弟公司关系

[唐文斌] 所以我们就是也互相之间

[唐文斌] 其实也有一些

[唐文斌] 这个业务上的合作

[主持人] 有合作

[主持人] 但你们股权上没有什么关系

[唐文斌] 对有共同的股东

[唐文斌] 而且本身那两边是

[唐文斌] 应期在负责

[唐文斌] 对吧

[唐文斌] 然后我们也有很多的

[唐文斌] 这样的一些这种

[唐文斌] 互相可以合作的地方

[唐文斌] 因为有些数据是

[唐文斌] 我们这边

[唐文斌] 其实是有很多的

[唐文斌] 比如说机器人的数据

[唐文斌] 那杰越是没有的

[唐文斌] 对吧

[唐文斌] 然后那支架的数据

[唐文斌] 是在千里那边

[唐文斌] 但大家其实是说

[唐文斌] 其实是可以有一些合作

[唐文斌] 让这样的一些模型的能力

[唐文斌] 能够更加汇聚到一起

[唐文斌] 然后这样的一个基盟

[唐文斌] 可以benefit所有人

[唐文斌] 可以对所有人都有帮助

[唐文斌] 所以这是我们就是说

[唐文斌] 在形成的几个兄弟公司之间的

[唐文斌] 这样的一个合作

[主持人] 你们机器人的数据

[主持人] 是从哪来的

[主持人] 你们怎么采集的

[唐文斌] 对我们机器人数据

[唐文斌] 就是反正跟大家都一样

[唐文斌] 我们也在做采集

[主持人] 你说的采集是指

[主持人] 也类似可穿戴设备

[主持人] 这样去采集吗

[唐文斌] 对

[唐文斌] 反正有几种不同类型

[唐文斌] 因为今天大家

[唐文斌] 其实数据上也有

[唐文斌] 就是说到底是

[唐文斌] 以机器人为中心的数据

[唐文斌] 还是以人为中心的数据

[唐文斌] 对吧

[唐文斌] 所以那以机器人为中心的数据

[唐文斌] 不管是通过

[唐文斌] 比较操的

[唐文斌] 还是这种手扶的

[唐文斌] 还是通过什么

[唐文斌] 外骨骼的这样的一些方式

[唐文斌] 或者通过一些

[唐文斌] 什么无本体的

[唐文斌] 什么污秘这样的一些方式

[唐文斌] 去做采集的

[唐文斌] 那这是一类的

[唐文斌] 第二类的

[唐文斌] 我们也有一些

[唐文斌] 这种human centric

[唐文斌] 就是说

[唐文斌] 穿戴式设备去形成的数据

[唐文斌] 所以几类的数据

[唐文斌] 其实是一个

[唐文斌] 最后是个配方

[唐文斌] 它是一个如何去做一个

[唐文斌] 好的一个混合的一个方式

[主持人] 那合成数据

[主持人] 在你们这个配方里

[主持人] 有位置吗

[唐文斌] 我们现在用的比较少

[唐文斌] 我们现在以

[唐文斌] 真集的数据为主

[唐文斌] 首先你可能要定义一下

[唐文斌] 什么是合成数据

[唐文斌] 就是我们现在

[唐文斌] 但凡是采集的数据

[唐文斌] 其实都是合成数据

[唐文斌] 它只是在物理世界里面

[唐文斌] 去合成的数据

[唐文斌] 对吧

[唐文斌] 因为它并不是真实的

[唐文斌] 那我指的可能是

[唐文斌] 你说的仿真的数据

[唐文斌] 仿真和深层的数据

[唐文斌] 我们现在用仿真数据

[唐文斌] 用的比较少

[唐文斌] 因为仿真数据

[唐文斌] 在我们现在的

[唐文斌] 我们觉得是说

[唐文斌] 在那些contact reach的

[唐文斌] 这种操作类的

[唐文斌] 这种事情上

[唐文斌] 现在其实仿真数据

[唐文斌] 帮助不是很大

[唐文斌] 而且它其实仿的

[唐文斌] 很难仿的很真

[唐文斌] 就是因为钢体

[唐文斌] 就相对比较好弄

[唐文斌] 但如果它是个非钢体

[唐文斌] 那就是现在渲染出来

[唐文斌] 这个结果其实也很难

[唐文斌] 那就也不准

[唐文斌] 对吧

[唐文斌] 然后第二是说

[唐文斌] 那我这些多模态的信息

[唐文斌] 利益触觉这些东西

[唐文斌] 我能不能仿的很真

[唐文斌] 结果其实也仿的不是很真

[唐文斌] 然后第三是说

[唐文斌] 仿真数据能够

[唐文斌] 由于它的

[唐文斌] sim to real的gap很大

[唐文斌] 所以它能够对算法

[唐文斌] 带来的帮助

[唐文斌] 现在看起来是比较有限的

[唐文斌] 但是仿真数据

[唐文斌] 在两个环境下

[唐文斌] 我认为是非常有用的

[唐文斌] 一个是做locomotion

[唐文斌] 比如说像语书

[唐文斌] 这些跳舞跳得

[唐文斌] 非常的酷

[唐文斌] 对吧

[唐文斌] 那它这一派

[唐文斌] 其实因为它其实跟

[唐文斌] 跟世界的接触只有地面

[唐文斌] 它只要保持重心的稳定

[唐文斌] 其他的其实它并没有

[唐文斌] 有太多跟物理世界的接触

[唐文斌] 对吧

[唐文斌] 交互

[唐文斌] 所以这部分仿真

[唐文斌] 是非常有用的

[唐文斌] 然后第二部分

[唐文斌] 非常有用的就是说

[唐文斌] 可能去做一些更

[唐文斌] 更high level的

[唐文斌] 就是说的理解

[唐文斌] 比如说去做一些

[唐文斌] 任务的分解

[唐文斌] 任务的规划

[唐文斌] 它不用去做操作

[唐文斌] 比如说

[唐文斌] 这样的一个环境里面

[唐文斌] 比如说把什么水杯收一下

[唐文斌] 它能不能够理解说

[唐文斌] 这个事情

[唐文斌] 就是说找到哪个杯子

[唐文斌] 要干一件什么样的事情

[唐文斌] 把水倒掉或者怎么样

[唐文斌] 那这种任务理解层面的东西

[唐文斌] 我觉得仿真数据

[唐文斌] 可能是比较有用

[主持人] 你怎么看像李飞飞

[主持人] 苏浩还有黄仁勋

[主持人] 他们都提到觉得

[主持人] 接下来合成数据

[主持人] 就世界模型

[主持人] 生成的这种合成数据

[主持人] 可能会对机器人

[主持人] 是非常有用的

[唐文斌] 我觉得我们反正也抱着

[唐文斌] 开放的态度去看

[唐文斌] 当然现在核心要找的方式

[唐文斌] 是说我们数据

[唐文斌] 一定要scale这件事情

[唐文斌] 当然其实是没有意义的

[唐文斌] 对吧

[唐文斌] 那仿真数据

[唐文斌] 仿真是一种scale的方式

[唐文斌] 那video数据

[唐文斌] 也是一种scale的方式

[唐文斌] 那或者是说

[唐文斌] 一些human centric的data

[唐文斌] 或者是说

[唐文斌] 让机器人真的被用起来之后

[唐文斌] 形成的数据飞轮

[唐文斌] 也是一种scale的方式

[唐文斌] 但easy way

[唐文斌] 我们要找到一种scale的方式

[主持人] scale的关键就是

[主持人] 我成本不能太高

[唐文斌] 对 是的

[主持人] 然后量要大

[唐文斌] 是的

[唐文斌] 对 但是仿真的问题

[唐文斌] 是在于是说

[唐文斌] 仿真也好

[唐文斌] 世界模型也好

[唐文斌] 它生成的这个东西

[唐文斌] 它生成的这个质量

[唐文斌] 它到底能不能够

[唐文斌] 对现在的模型的学习

[唐文斌] 能够带来帮助

[唐文斌] 这是个big if

[唐文斌] 对 然后那今天

[唐文斌] 很多物理世界的信息

[唐文斌] 对吧

[唐文斌] 那比如说

[唐文斌] 我去看的这个video

[唐文斌] 那这个video里面的

[唐文斌] 这样的一些信息

[唐文斌] 能不能够对机器人

[唐文斌] 这种操作

[唐文斌] 能够去带来帮助

[唐文斌] 这也是很有可能的

[唐文斌] 但今天这个路

[唐文斌] 其实也没有完全疼痛

[唐文斌] 所以我认为是说

[唐文斌] 这个我就保持开放态度

[唐文斌] 然后

[唐文斌] 但我们现在的这个状况下

[唐文斌] 还是以真机数据为主

[主持人] 对

[主持人] 然后就是在你觉得

[主持人] 对巨神来说

[主持人] 最重要的模型

[主持人] 这个问题上

[主持人] 我觉得有两种观点

[主持人] 一种是会强调巨神模型

[主持人] 它的独特性

[主持人] 独立性

[主持人] 然后还有一种

[主持人] 会觉得这是大圆模型的

[主持人] 其实一脉相承的一个东西

[主持人] 你们和J的这种合作

[主持人] 包括基于混合多模态

[主持人] 然后再来进一步

[主持人] 做VLA的训练

[主持人] 我觉得其实是

[主持人] 更多的去和

[主持人] 大模型的

[主持人] 这个技术结合的

[主持人] 这样一种方式

[主持人] 就是它哪些

[主持人] 具体来说

[主持人] 哪些部分是一脉相承

[主持人] 哪些可能是巨神模型

[主持人] 要单独去解决的问题

[唐文斌] 对 我觉得这个首先

[唐文斌] 可能还是有一个

[唐文斌] 架构层面的一个方式

[唐文斌] 比如说现在很多公司

[唐文斌] 都在提双系统

[唐文斌] 这个双系统是指

[唐文斌] 我们有个system2

[唐文斌] 是解决的是

[唐文斌] 说OK是个慢思考

[唐文斌] 是个推理

[唐文斌] 任务分解

[唐文斌] 理解这样的一个能力

[唐文斌] 那这部分的能力

[唐文斌] 显然现在的大模型

[唐文斌] 它的那个能力

[唐文斌] 是非常擅长的

[唐文斌] 对吧

[唐文斌] 然后第二部分

[唐文斌] 是这种叫做

[唐文斌] 操作类的能力

[唐文斌] 那OK

[唐文斌] 那今天可能是个VLA

[唐文斌] 那这个VLA是一个

[唐文斌] 上面的一个大模型

[唐文斌] 大概率是跑在云端的

[唐文斌] 并且它的那个

[唐文斌] 是一个更低频的

[唐文斌] 这么一个交互的

[唐文斌] 一个方式

[唐文斌] 那机器人操作

[唐文斌] 这个VLA

[唐文斌] 今天可能是个10赫兹的

[唐文斌] 是一个中频的

[唐文斌] 这么一个交互方式

[唐文斌] 所以这部分的这模型

[唐文斌] 到底解决

[唐文斌] 哪些问题

[唐文斌] 然后但是一个

[唐文斌] 10赫兹的一个模型

[唐文斌] 今天其实去驱动

[唐文斌] 一个机器人

[唐文斌] 其实可能还是不行的

[唐文斌] 因为我们有很多的操作

[唐文斌] 比如说

[唐文斌] 你要拿起来

[唐文斌] 比方说

[唐文斌] 我要这么调整一下

[唐文斌] 转一转

[唐文斌] 那你一个10赫兹的

[唐文斌] 一个模型

[唐文斌] 你是不可能做出

[唐文斌] 这种动作来的

[唐文斌] 对吧

[唐文斌] 所以System 1

[唐文斌] 下面可能还有一个系统

[唐文斌] 还有一个模型

[唐文斌] 就是说

[唐文斌] 我需要把它变成一个

[唐文斌] 把力

[唐文斌] 把触觉

[唐文斌] 这样的一些东西

[唐文斌] 有个更好处理的

[唐文斌] 一个更高频率的

[唐文斌] 100赫兹

[唐文斌] 以上的

[唐文斌] 这样的一个模型

[唐文斌] 所以有可能会分成

[唐文斌] 三个模型

[唐文斌] 那这三个模型中间的

[唐文斌] 大家的这个interface

[唐文斌] 交界面到底是什么

[唐文斌] 我觉得这个其实也

[唐文斌] 都还是在很多

[唐文斌] 这个是个开放问题

[唐文斌] 所以回到你说

[唐文斌] 就是说今天跟

[唐文斌] 大模型到底有没有关系

[唐文斌] 我认为在System 2的

[唐文斌] 那个层面上

[唐文斌] 一定是有

[唐文斌] 强关联的

[唐文斌] 而且

[唐文斌] 现在已经做得很好了

[唐文斌] 所以

[唐文斌] 我觉得这个

[唐文斌] 巨声的公司

[唐文斌] 其实大家是在

[唐文斌] 这个System 1

[唐文斌] 和这个System 0

[唐文斌] 就是说

[唐文斌] 就是1和0

[唐文斌] 就这两个层面

[唐文斌] 就你说的那种

[主持人] 更精细的

[主持人] 更动作层面的

[主持人] 这种工作上

[主持人] 去做努力

[主持人] 对

[唐文斌] 这是那个System 0

[唐文斌] 但System 1

[唐文斌] 其实在做的是说

[唐文斌] 我们也在做一些

[唐文斌] 逐渐让机器人

[唐文斌] 能够在

[唐文斌] 能够理解问题

[唐文斌] 能够理解任务

[唐文斌] 能够去执行操作

[唐文斌] 那这个事情上

[唐文斌] 今天其实

[唐文斌] 也还在一个

[唐文斌] 很早期的一个阶段

[唐文斌] 对吧

[主持人] 做大模型的核心

[主持人] AI Lab

[主持人] 像Google OpenAI

[主持人] 国内像字节

[主持人] 其实也都在做

[主持人] 机器人

[主持人] 做巨声智能

[主持人] 你觉得最终

[主持人] 长期来说

[主持人] 会被他们覆盖掉吗

[主持人] 因为他们有

[主持人] 很强的积膜

[唐文斌] 我觉得

[唐文斌] 还不太一样

[唐文斌] 就以前我们有个比方

[唐文斌] 就是说

[唐文斌] 你看梅西踢足球

[唐文斌] 你能不能学会踢足球

[唐文斌] 就可能还是很难的

[唐文斌] 对吧

[唐文斌] 就是你看视频

[唐文斌] 你是学不会

[唐文斌] 你自己踢足球的

[唐文斌] 所以就是说

[唐文斌] 今天机器人这件事情

[唐文斌] 大概率和硬件

[唐文斌] 还是会有一个

[唐文斌] 很强的一个关联性

[唐文斌] 所以就是说

[唐文斌] 我们在

[唐文斌] 就是说

[唐文斌] 这个大模型公司

[唐文斌] 会在这个System 2

[唐文斌] 的这个层面上

[唐文斌] 我认为是有

[唐文斌] 非常强的能力的

[唐文斌] 但是在System 1

[唐文斌] 和System 0

[唐文斌] 的这个角度来讲

[唐文斌] 我们同样需要

[唐文斌] 有很强的

[唐文斌] 这样的一个模型能力

[唐文斌] 并且它需要

[唐文斌] 跟很多的这个硬件

[唐文斌] 去形成关联

[唐文斌] 这是一个

[唐文斌] 然后第二个

[唐文斌] 我认为是说

[唐文斌] 大家都在讲

[唐文斌] 数据是个很大的问题

[唐文斌] 那最后数据

[唐文斌] 来自于哪里呢

[唐文斌] 我会觉得数据

[唐文斌] 最终的数据

[唐文斌] 其实是来自于

[唐文斌] 就是数据飞轮

[唐文斌] 但这里面

[唐文斌] 有个集合带的问题

[唐文斌] 就是说

[唐文斌] 现在机器人

[唐文斌] 它不成熟

[唐文斌] 使得它不能被用起来

[唐文斌] 然后不能被用起来

[唐文斌] 你使得就是

[唐文斌] 你也不存在

[唐文斌] 就是说机器人

[唐文斌] 被用起来之后

[唐文斌] 所带来的这种失败

[唐文斌] 或者比如说

[唐文斌] 接管的这样的一些数据

[唐文斌] 对吧

[唐文斌] 今天有个这个

[唐文斌] 集合带的问题

[唐文斌] 所以我们一定要

[唐文斌] 找到一种方式去解决

[唐文斌] 就是说

[唐文斌] 要让批量化的机器人

[唐文斌] 能够被用起来

[唐文斌] 然后这个过程中

[唐文斌] 最回来的数据

[唐文斌] 才是最有用的数据

[唐文斌] 所以也就是意味着是说

[唐文斌] 今天这个数据

[唐文斌] 不是一个大家靠采集

[唐文斌] 而是需要把整个的应用

[唐文斌] 去做闭环

[唐文斌] 才能够

[唐文斌] 把这个数据飞轮

[唐文斌] 和真正的壁垒

[唐文斌] 能建立起来

[唐文斌] 那这件事情

[唐文斌] 就是就能搞定的事情

[唐文斌] 所以也不是一个

[唐文斌] 就是说今天大厂说

[唐文斌] OK

[唐文斌] 我现在干一干

[唐文斌] 这个事情就搞定了

[唐文斌] 但大厂

[唐文斌] 他当然也可以投

[唐文斌] 很大的力气去做

[唐文斌] 对吧

[唐文斌] 对

[主持人] 对

[唐文斌] 我觉得取决于

[主持人] 他现在投多少资源

[唐文斌] 对

[主持人] 因为他也可以去做硬件

[主持人] 也可以去做场景论

[唐文斌] 是

[唐文斌] 我觉得就是说

[唐文斌] 没有什么东西是说

[唐文斌] 只有你能做

[唐文斌] 别人不能做的

[唐文斌] 所以但

[唐文斌] 任何一个公司

[唐文斌] 最后他的这个精力

[唐文斌] 其实是有限的

[唐文斌] 他没有办法

[唐文斌] 做那么多的事情

[主持人] 你现在是觉得

[主持人] 就这个行业最壮的问题

[主持人] 是模型性能提升吗

[主持人] 那你大概预测的话

[主持人] 就是到什么时候

[主持人] 他能慢慢去解决

[主持人] 你说的这个

[主持人] 鸡和蛋蛋和鸡的问题

[主持人] 就是我才真的让一些

[主持人] 机器人可以

[主持人] 在某些场景

[主持人] 先用起来

[唐文斌] 对

[唐文斌] 我觉得今年其实就有希望

[唐文斌] 就是说

[唐文斌] 那这里面有两个部分

[唐文斌] 就是一个是模型能力的提升

[唐文斌] 一个是场景的选择

[唐文斌] 先讲模型能力提升吧

[唐文斌] 我们觉得是说

[唐文斌] 接下来模型能力提升的

[唐文斌] 一个很重要的方向

[唐文斌] 是叫多任务模型

[唐文斌] 今天我们就是

[唐文斌] 我们在RoboChallenge上

[唐文斌] 其实做了一些这个评测

[唐文斌] 对吧

[唐文斌] 然后评测呢

[唐文斌] 我们现在其实

[唐文斌] 分了两个track

[唐文斌] 一个track呢

[唐文斌] 叫specialist

[唐文斌] 什么意思呢

[唐文斌] 就是说

[唐文斌] 假设你有一个VLA的鸡模

[唐文斌] 有一个聚神智能的鸡模

[唐文斌] 然后今天去完成

[唐文斌] 一个任务的时候

[唐文斌] 我还是会给你

[唐文斌] 这个任务的很多数据

[唐文斌] 你可以在这个任务上

[唐文斌] 再去做一些这个后续练

[唐文斌] 然后再去评测

[唐文斌] 所以就这个模型

[唐文斌] 就相当于是

[唐文斌] 在这个鸡模之上

[唐文斌] 是被微调到了

[唐文斌] 只处理这一个任务的

[唐文斌] 这样一个模型

[唐文斌] 所以这种

[唐文斌] 这是一种评测方法

[唐文斌] 然后第二种评测方法呢

[唐文斌] 叫multitask

[唐文斌] 或者是

[唐文斌] 叫generalist

[唐文斌] 就是说

[唐文斌] 我现在可能有20个任务

[唐文斌] 然后呢

[唐文斌] 你现在

[唐文斌] 我这20个任务的

[唐文斌] 这个样本

[唐文斌] 其实都给了你

[唐文斌] 但是你只能训一个模型

[唐文斌] 这个模型

[唐文斌] 就通过提示词

[唐文斌] 要把这20个任务全干了

[唐文斌] 那它对模型的

[唐文斌] 这个泛化能力

[唐文斌] 其实是要有

[唐文斌] 更强的这个要求的

[唐文斌] 对吧

[唐文斌] 然后第三个呢

[唐文斌] 就是说

[唐文斌] 叫zero shot

[唐文斌] 就是说

[唐文斌] 零样本

[唐文斌] 就是说

[唐文斌] 你根本就没见过

[唐文斌] 这些task

[唐文斌] 我也不给你

[唐文斌] 任何的训练数据

[唐文斌] 你这个机器人来了之后

[唐文斌] 或者模型来了之后

[唐文斌] 我就直接就让你

[唐文斌] 干这个事情

[唐文斌] 就通过提示词

[唐文斌] 我把提示词描述的

[唐文斌] 足够的精确的情况下

[唐文斌] 能不能通过提示词

[唐文斌] 直接去驱动模型

[唐文斌] 把这个事情就搞定了

[唐文斌] 这是第三个层面

[唐文斌] 对吧

[唐文斌] 所以就是

[唐文斌] 那我认为今年

[唐文斌] 很重要的一点

[唐文斌] 就是说

[唐文斌] 我认为

[唐文斌] 到目前为止

[唐文斌] 大家其实都更多

[唐文斌] 还就是在做

[唐文斌] 这个specialist的算法

[唐文斌] 这是当前

[唐文斌] 那我认为

[唐文斌] 今年大家的

[唐文斌] 会要从specialist

[唐文斌] 要走向generalist

[唐文斌] zero shot

[唐文斌] 我觉得今年

[唐文斌] 可能还有点

[唐文斌] 做不到

[主持人] 现在zero shot

[主持人] 实际上

[主持人] 你们成功率

[主持人] 比如说DM0

[主持人] 能到多少

[唐文斌] 现在generalist

[唐文斌] 我现在也就才

[唐文斌] 做到百分之三十几

[唐文斌] 那这个

[唐文斌] 其实其实还很低

[唐文斌] 所以就是说

[唐文斌] 要把generalist的

[唐文斌] 这个水平

[唐文斌] 先提升上来

[唐文斌] 才能够去谈

[唐文斌] 那个zero shot的这个事情

[唐文斌] 所以我们认为

[唐文斌] 就今年模型

[唐文斌] 其实是会在

[唐文斌] generalist上

[唐文斌] 是有一个

[唐文斌] 很大的一个提升

[唐文斌] 然后呢

[唐文斌] 使得就是说

[唐文斌] 很多的场景

[唐文斌] 能够被解锁的

[唐文斌] 这是第一个

[唐文斌] 第二个呢

[唐文斌] 就是说

[唐文斌] 那我们要去运用起来

[唐文斌] 就是集合弹的问题

[唐文斌] 我场景上

[唐文斌] 也要去做一些选择

[唐文斌] 我们觉得说

[唐文斌] 场景上

[唐文斌] 其实是有几个

[唐文斌] 有几个

[唐文斌] 叫特性吧

[唐文斌] 我们是可以去使得

[唐文斌] 这个场景

[唐文斌] 是个更好的场景

[唐文斌] 我们内部

[唐文斌] 有这么几个标准

[唐文斌] 就是说

[唐文斌] 第一个呢

[唐文斌] 我们说它得是一个

[唐文斌] 叫错误容忍的场景

[主持人] 容错

[唐文斌] 容错率比较高的场景

[唐文斌] 对

[唐文斌] 就今天我真做不到百分百

[唐文斌] 所以你要允许我犯错

[唐文斌] 或者说你有办法

[唐文斌] 让我犯错之后

[唐文斌] 能够给我兜住

[唐文斌] 所以这是第一个

[唐文斌] 第二呢

[唐文斌] 它得是个

[唐文斌] 时间容忍的场景

[唐文斌] 就是说你最好

[唐文斌] 不能有太强的

[唐文斌] 节拍要求

[唐文斌] 因为我都有可能

[唐文斌] 做错对吧

[唐文斌] 然后

[唐文斌] 而且我断断断断的方式

[唐文斌] 我其实也不能保证

[唐文斌] 是说

[唐文斌] 我六秒钟一次

[唐文斌] 我就一定能搞定

[唐文斌] 所以你的节拍上

[唐文斌] 也不要有太高要求

[唐文斌] 然后第三呢

[唐文斌] 我们说它得是一个

[唐文斌] 泛化的场景

[唐文斌] 适度泛化的场景吧

[唐文斌] 就是说

[唐文斌] 因为如果它是一个

[唐文斌] 特别specific的一个方案

[唐文斌] 我可能飞镖自动化的方案

[唐文斌] 可能是更好的

[唐文斌] 对

[唐文斌] 所以然后第四呢

[唐文斌] 它得是个

[唐文斌] 长时间作业的场景

[唐文斌] 因为否则我就

[唐文斌] 没有这个投资回报

[唐文斌] 对吧

[唐文斌] 你还是得让这个机器人

[唐文斌] 一直在那做嘛

[唐文斌] 所以呢

[唐文斌] 这四个条件

[唐文斌] 我们说这个

[唐文斌] 它是个必要

[唐文斌] 不充分的条件

[唐文斌] 我们需要去找到

[唐文斌] 对时间上

[唐文斌] 对错误

[唐文斌] 容忍

[唐文斌] 又具有泛化性

[唐文斌] 又长时间作业的

[唐文斌] 这样的一些场景

[唐文斌] 是今天巨神智能

[唐文斌] 更适合去落地的场景

[唐文斌] 对

[主持人] 有什么这样的场景吗

[唐文斌] 我觉得其实

[唐文斌] 比如说像物流啊

[唐文斌] 就是一个很好的场景

[主持人] 物流为什么

[主持人] 它容错会比较高

[唐文斌] 物流的容错的方式

[唐文斌] 是这样的

[唐文斌] 就是说

[唐文斌] 我可以让机器人先干

[唐文斌] 假设我们可以

[唐文斌] 让它去调度的情况下

[唐文斌] 那机器人没干完

[唐文斌] 就是说

[唐文斌] 假如它失败了

[唐文斌] 我可以再让调度系统

[唐文斌] 给它送到人工那儿

[唐文斌] 让人工接人干就完了

[唐文斌] 所以我其实是

[唐文斌] 可以用一套系统的方式

[唐文斌] 去形成一个

[唐文斌] 对它的一个支撑

[唐文斌] 我提供的不是一个单机

[唐文斌] 而是提供的是一套系统

[唐文斌] 那通过这样的一套系统

[唐文斌] 去使得

[唐文斌] 它的任务是能够被闭环的

[主持人] 就它有点像

[主持人] 比如说一个滴滴

[主持人] 或者Uber的网络里

[主持人] 有自动驾驶的车辆

[主持人] 也有人

[主持人] 也有司机

[唐文斌] 所以就是说

[唐文斌] 最后它落地的时候

[唐文斌] 我认为就是

[唐文斌] 它一定是一个

[唐文斌] 不完全是一个

[唐文斌] 纯机器人的一个方式

[唐文斌] 它首先它是一套系统

[唐文斌] 就是说让机器人先干

[唐文斌] 它没干完了之后

[唐文斌] 我也可以有远程的人员的

[唐文斌] 这个接管

[唐文斌] 我也可以有

[唐文斌] 就是说从这个工作站

[唐文斌] 机器人的工作站

[唐文斌] 搬运到

[唐文斌] 这个人工的工作站

[唐文斌] 人工在接着干

[唐文斌] 的这样的一种调度的

[唐文斌] 这样的一个系统

[唐文斌] 所以有很多

[唐文斌] 就通过各种方式

[唐文斌] 创造让机器人

[唐文斌] 能够去持续使用的

[唐文斌] 环境

[唐文斌] 这个温室环境

[唐文斌] 我认为非常的重要

[主持人] 对

[主持人] 那其实你说的这种方式下

[主持人] 我觉得确实得设计

[主持人] 一个整个系统

[主持人] 让客户觉得

[主持人] 我让机器人试

[主持人] 他有可能试不出来

[主持人] 这件事对我

[主持人] 没有这么大的损失

[唐文斌] 对

[唐文斌] 然后基于此

[唐文斌] 客户算账还能算明白

[唐文斌] 所以就它首先

[唐文斌] 就还是两点

[唐文斌] 第一点就是说

[唐文斌] 我们刚才讲的

[唐文斌] 这个兜底的这个方案

[唐文斌] 它解决的不是一个

[唐文斌] ROI的问题

[唐文斌] 它解决的其实是一个

[唐文斌] 叫闭环的问题

[唐文斌] 就是说

[唐文斌] 我不能这个事情

[唐文斌] 就是说机器人干到一半

[唐文斌] 他搞不定了

[唐文斌] 他就变成了一个异常行为

[唐文斌] 就得要人去处理

[唐文斌] 那你的整个的这个系统

[唐文斌] 它就不能够连续的

[唐文斌] 顺畅的运行

[唐文斌] 对吧

[唐文斌] 所以这个东西

[唐文斌] 就只能做做POC

[唐文斌] 它不是一个真正的

[唐文斌] 可备可用的东西

[唐文斌] 然后第二个问题就是

[唐文斌] 怎么能够把这个账

[唐文斌] 能算明白

[唐文斌] 那这个账算明白

[唐文斌] 就是要把整个的系统的

[唐文斌] 这个total cost

[唐文斌] 能够算在一起

[唐文斌] 依然能够让它把这个

[唐文斌] 它的经济账是有利的

[主持人] 你们现在已经开始

[主持人] 一些这样的实践了吗

[唐文斌] 我们在做

[唐文斌] 对

